rank,mode,lower_value,upper_value,value,bfi,output_q16,normalized_output,delta_q16_from_prev
2298,blend8,5,62,62,3,7287,0.11119249256122682,1
2299,blend8,3,34,34,1,7291,0.1112535286488136,4
2300,blend8,15,47,47,3,7293,0.111284046692607,2
2301,blend8,14,37,37,2,7294,0.1112993057145037,1
2302,blend8,4,123,123,4,7295,0.11131456473640039,1
2303,blend8,18,67,67,4,7296,0.1113298237582971,1
2304,blend8,16,74,74,4,7297,0.1113450827801938,1
2305,blend8,17,35,35,2,7303,0.11143663691157397,6
2306,blend8,25,30,30,2,7305,0.11146715495536737,2
2307,blend8,17,44,44,3,7306,0.11148241397726406,1
2308,blend8,7,33,33,1,7308,0.11151293202105746,2
2309,blend8,21,38,38,3,7310,0.11154345006485085,2
2310,blend8,15,31,31,1,7312,0.11157396810864424,2
2311,blend8,5,43,43,2,7315,0.11161974517433433,3
2312,blend8,20,33,33,2,7317,0.11165026321812772,2
2313,blend8,0,35,35,1,7319,0.11168078126192112,2
2314,blend8,27,32,32,4,7320,0.11169604028381781,1
2315,blend8,8,41,41,2,7322,0.1117265583276112,2
2316,blend8,11,95,95,4,7323,0.1117418173495079,1
2317,blend8,14,49,49,3,7324,0.1117570763714046,1
2318,blend8,19,30,30,1,7325,0.1117723353933013,1
2319,blend8,5,120,120,4,7327,0.11180285343709469,2
2320,blend8,19,41,41,3,7329,0.11183337148088808,2
2321,blend8,1,35,35,1,7331,0.11186388952468147,2
2322,blend8,10,40,40,2,7332,0.11187914854657817,1
2323,blend8,0,140,140,4,7334,0.11190966659037156,2
2324,blend8,14,83,83,4,7335,0.11192492561226826,1
2325,blend8,0,46,46,2,7336,0.11194018463416495,1
2326,blend8,0,70,70,3,7338,0.11197070267795835,2
2327,blend8,9,104,104,4,7339,0.11198596169985504,1
2328,blend8,13,50,50,3,7341,0.11201647974364844,2
2329,blend8,2,133,133,4,7343,0.11204699778744183,2
2330,blend8,0,47,47,2,7345,0.11207751583123522,2
2331,blend8,13,38,38,2,7348,0.11212329289692531,3
2332,blend8,4,34,34,1,7350,0.1121538109407187,2
2333,blend8,16,46,46,3,7352,0.1121843289845121,2
2334,blend8,4,64,64,3,7353,0.11219958800640879,1
2335,blend8,25,33,33,3,7355,0.11223010605020219,2
2336,blend8,12,52,52,3,7357,0.11226062409399558,2
2337,blend8,5,121,121,4,7358,0.11227588311589227,1
2338,blend8,6,116,116,4,7359,0.11229114213778897,1
2339,blend8,26,37,37,4,7360,0.11230640115968567,1
2340,blend8,25,29,29,1,7362,0.11233691920347906,2
2341,blend8,23,29,29,1,7363,0.11235217822537576,1
2342,blend8,16,31,31,1,7364,0.11236743724727245,1
2343,blend8,11,54,54,3,7367,0.11241321431296254,3
2344,blend8,4,44,44,2,7369,0.11244373235675593,2
2345,blend8,16,36,36,2,7371,0.11247425040054933,2
2346,blend8,15,81,81,4,7372,0.11248950942244602,1
2347,blend8,22,52,52,4,7374,0.11252002746623942,2
2348,blend8,12,32,32,1,7376,0.11255054551003281,2
2349,blend8,22,37,37,3,7378,0.1125810635538262,2
2350,blend8,22,32,32,2,7383,0.11265735866330968,5
2351,blend8,8,33,33,1,7386,0.11270313572899977,3
2352,blend8,9,57,57,3,7388,0.11273365377279317,2
2353,blend8,20,30,30,1,7390,0.11276417181658656,2
2354,blend8,23,49,49,4,7393,0.11280994888227665,3
2355,blend8,3,45,45,2,7395,0.11284046692607004,2
2356,blend8,4,124,124,4,7398,0.11288624399176013,3
2357,blend8,20,61,61,4,7400,0.11291676203555352,2
2358,blend8,1,139,139,4,7401,0.11293202105745022,1
2359,blend8,13,51,51,3,7402,0.11294728007934692,1
2360,blend8,26,38,38,4,7404,0.11297779812314031,2
2361,blend8,17,72,72,4,7405,0.112993057145037,1
2362,blend8,6,117,117,4,7406,0.1130083161669337,1
2363,blend8,2,46,46,2,7407,0.1130235751888304,1
2364,blend8,13,32,32,1,7409,0.11305409323262379,2
2365,blend8,27,34,34,4,7411,0.11308461127641718,2
2366,blend8,19,64,64,4,7412,0.11309987029831388,1
2367,blend8,2,135,135,4,7414,0.11313038834210727,2
2368,blend8,17,31,31,1,7416,0.11316090638590066,2
2369,blend8,9,41,41,2,7417,0.11317616540779736,1
2370,blend8,26,30,30,2,7418,0.11319142442969406,1
2371,blend8,8,109,109,4,7419,0.11320668345159075,1
2372,blend8,2,35,35,1,7420,0.11322194247348745,1
2373,blend8,24,29,29,1,7421,0.11323720149538415,1
2374,blend8,15,37,37,2,7423,0.11326771953917754,2
2375,blend8,1,47,47,2,7425,0.11329823758297093,2
2376,blend8,21,30,30,1,7426,0.11331349660486763,1
2377,blend8,16,77,77,4,7428,0.11334401464866102,2
2378,blend8,4,126,126,4,7429,0.11335927367055772,1
2379,blend8,5,63,63,3,7433,0.1134203097581445,4
2380,blend8,23,36,36,3,7435,0.1134508278019379,2
2381,blend8,5,34,34,1,7437,0.11348134584573129,2
2382,blend8,3,130,130,4,7438,0.11349660486762798,1
2383,blend8,5,122,122,4,7446,0.11361867704280156,8
2384,blend8,2,68,68,3,7447,0.11363393606469825,1
2385,blend8,10,56,56,3,7449,0.11366445410849164,2
2386,blend8,6,118,118,4,7450,0.11367971313038834,1
2387,blend8,11,40,40,2,7451,0.11369497215228504,1
2388,blend8,14,86,86,4,7452,0.11371023117418173,1
2389,blend8,16,47,47,3,7454,0.11374074921797513,2
2390,blend8,14,38,38,2,7456,0.11377126726176852,2
2391,blend8,3,131,131,4,7457,0.11378652628366522,1
2392,blend8,21,33,33,2,7459,0.11381704432745861,2
2393,blend8,25,31,31,2,7461,0.113847562371252,2
2394,blend8,25,34,34,3,7463,0.1138780804150454,2
2395,blend8,9,33,33,1,7466,0.11392385748073548,3
2396,blend8,10,33,33,1,7468,0.11395437552452888,2
2397,blend8,2,69,69,3,7470,0.11398489356832227,2
2398,blend8,3,67,67,3,7473,0.11403067063401236,3
2399,blend8,11,98,98,4,7474,0.11404592965590905,1
2400,blend8,20,41,41,3,7475,0.11406118867780575,1
2401,blend8,17,36,36,2,7477,0.11409170672159914,2
2402,fill8,0,28,28,0,7478,0.11410696574349584,1
2403,blend8,5,44,44,2,7480,0.11413748378728923,2
2404,blend8,1,140,140,4,7482,0.11416800183108262,2
2405,blend8,13,39,39,2,7484,0.11419851987487602,2
2406,blend8,6,34,34,1,7487,0.1142442969405661,3
2407,blend8,14,87,87,4,7491,0.11430533302815289,4
2408,blend8,8,110,110,4,7492,0.11432059205004959,1
2409,blend8,22,30,30,1,7494,0.11435111009384298,2
2410,blend8,7,43,43,2,7496,0.11438162813763637,2
2411,blend8,22,38,38,3,7499,0.11442740520332646,3
2412,blend8,11,33,33,1,7501,0.11445792324711986,2
2413,blend8,11,99,99,4,7503,0.11448844129091325,2
2414,blend8,28,29,29,1,7508,0.11456473640039673,5
2415,blend8,10,41,41,2,7510,0.11459525444419012,2
2416,blend8,15,32,32,1,7513,0.11464103150988021,3
2417,blend8,3,35,35,1,7515,0.1146715495536736,2
2418,blend8,6,119,119,4,7518,0.1147173266193637,3
2419,blend8,13,52,52,3,7520,0.11474784466315709,2
2420,blend8,21,40,40,3,7522,0.11477836270695048,2
2421,blend8,24,32,32,2,7525,0.11482413977264057,3
2422,blend8,4,45,45,2,7527,0.11485465781643396,2
2423,blend8,16,37,37,2,7529,0.11488517586022735,2
2424,blend8,2,137,137,4,7532,0.11493095292591744,3
2425,blend8,3,46,46,2,7534,0.11496147096971084,2
2426,blend8,7,34,34,1,7536,0.11499198901350423,2
2427,blend8,5,64,64,3,7538,0.11502250705729762,2
2428,blend8,19,43,43,3,7541,0.11506828412298771,3
2429,blend8,10,57,57,3,7543,0.1150988021667811,2
2430,blend8,5,123,123,4,7544,0.1151140611886778,1
2431,blend8,14,51,51,3,7548,0.11517509727626458,4
2432,blend8,0,48,48,2,7552,0.11523613336385138,4
2433,blend8,6,120,120,4,7553,0.11525139238574808,1
2434,blend8,25,45,45,4,7555,0.11528191042954147,2
2435,blend8,15,38,38,2,7558,0.11532768749523156,3
2436,blend8,18,45,45,3,7560,0.11535820553902495,2
2437,blend8,3,133,133,4,7562,0.11538872358281835,2
2438,blend8,23,53,53,4,7564,0.11541924162661174,2
2439,blend8,18,36,36,2,7567,0.11546501869230183,3
2440,blend8,4,66,66,3,7569,0.11549553673609522,2
2441,blend8,4,129,129,4,7571,0.11552605477988862,2
2442,blend8,25,35,35,3,7574,0.1155718318455787,3
2443,blend8,9,108,108,4,7575,0.1155870908674754,1
2444,blend8,4,35,35,1,7576,0.1156023498893721,1
2445,blend8,8,60,60,3,7578,0.11563286793316549,2
2446,blend8,12,33,33,1,7579,0.11564812695506219,1
2447,blend8,23,30,30,1,7580,0.11566338597695888,1
2448,blend8,12,54,54,3,7581,0.11567864499885558,1
2449,blend8,27,32,32,3,7584,0.11572442206454567,3
2450,blend8,10,105,105,4,7585,0.11573968108644236,1
2451,blend8,25,30,30,1,7586,0.11575494010833906,1
2452,blend8,21,34,34,2,7588,0.11578545815213245,2
2453,blend8,20,31,31,1,7591,0.11583123521782254,3
2454,blend8,14,88,88,4,7594,0.11587701228351263,3
2455,blend8,8,34,34,1,7595,0.11589227130540933,1
2456,blend8,7,116,116,4,7596,0.11590753032730602,1
2457,blend8,9,59,59,3,7598,0.11593804837109942,2
2458,blend8,2,47,47,2,7600,0.11596856641489281,2
2459,blend8,13,33,33,1,7602,0.1159990844586862,2
2460,blend8,6,121,121,4,7603,0.1160143434805829,1
2461,blend8,16,80,80,4,7605,0.11604486152437629,2
2462,blend8,1,48,48,2,7607,0.11607537956816968,2
2463,blend8,25,32,32,2,7609,0.11610589761196308,2
2464,blend8,14,39,39,2,7611,0.11613641565575647,2
2465,blend8,3,134,134,4,7612,0.11615167467765317,1
2466,blend8,22,39,39,3,7614,0.11618219272144656,2
2467,blend8,13,53,53,3,7616,0.11621271076523995,2
2468,blend8,1,71,71,3,7617,0.11622796978713665,1
2469,blend8,17,32,32,1,7619,0.11625848783093004,2
2470,blend8,7,117,117,4,7620,0.11627374685282674,1
2471,blend8,17,37,37,2,7621,0.11628900587472343,1
2472,blend8,2,70,70,3,7624,0.11633478294041352,3
2473,blend8,20,35,35,2,7626,0.11636530098420692,2
2474,blend8,26,30,30,1,7630,0.1164263370717937,4
2475,blend8,4,130,130,4,7632,0.1164568551155871,2
2476,blend8,28,30,30,2,7633,0.11647211413748379,1
2477,blend8,24,30,30,1,7634,0.11648737315938049,1
2478,blend8,24,37,37,3,7638,0.11654840924696727,4
2479,blend8,5,35,35,1,7640,0.11657892729076066,2
2480,blend8,21,41,41,3,7642,0.11660944533455406,2
2481,blend8,22,57,57,4,7643,0.11662470435645075,1
2482,blend8,7,118,118,4,7645,0.11665522240024415,2
2483,blend8,0,36,36,1,7647,0.11668574044403754,2
2484,blend8,19,44,44,3,7650,0.11673151750972763,3
2485,blend8,2,36,36,1,7652,0.11676203555352102,2
2486,blend8,14,89,89,4,7653,0.11677729457541772,1
2487,blend8,9,34,34,1,7654,0.11679255359731441,1
2488,blend8,6,122,122,4,7655,0.11680781261921111,1
2489,blend8,4,46,46,2,7656,0.1168230716411078,1
2490,blend8,12,98,98,4,7659,0.1168688487067979,3
2491,blend8,4,67,67,3,7661,0.11689936675059129,2
2492,blend8,7,44,44,2,7663,0.11692988479438468,2
2493,blend8,3,136,136,4,7664,0.11694514381628138,1
2494,blend8,11,102,102,4,7668,0.11700617990386816,4
2495,blend8,1,143,143,4,7669,0.11702143892576486,1
2496,blend8,21,31,31,1,7673,0.11708247501335164,4
2497,blend8,10,34,34,1,7675,0.11711299305714504,2
2498,blend8,9,111,111,4,7678,0.11715877012283513,3
2499,blend8,28,35,35,4,7683,0.11723506523231861,5
2500,blend8,27,30,30,1,7685,0.117265583276112,2
2501,blend8,18,46,46,3,7687,0.1172961013199054,2
2502,blend8,4,131,131,4,7688,0.11731136034180209,1
2503,blend8,18,32,32,1,7689,0.11732661936369879,1
2504,blend8,16,38,38,2,7690,0.11734187838559548,1
2505,blend8,0,49,49,2,7691,0.11735713740749218,1
2506,blend8,6,35,35,1,7692,0.11737239642938888,1
2507,blend8,6,45,45,2,7694,0.11740291447318227,2
2508,blend8,22,34,34,2,7696,0.11743343251697566,2
2509,blend8,4,132,132,4,7697,0.11744869153887236,1
2510,blend8,5,127,127,4,7698,0.11746395056076905,1
2511,blend8,23,39,39,3,7699,0.11747920958266575,1
2512,blend8,21,62,62,4,7701,0.11750972762645914,2
2513,blend8,19,36,36,2,7704,0.11755550469214923,3
2514,blend8,18,75,75,4,7706,0.11758602273594262,2
2515,blend8,22,31,31,1,7708,0.11761654077973602,2
2516,blend8,14,90,90,4,7709,0.11763179980163271,1
2517,blend8,22,58,58,4,7711,0.1176623178454261,2
2518,blend8,13,54,54,3,7713,0.1176928358892195,2
2519,blend8,1,49,49,2,7715,0.11772335393301289,2
2520,blend8,8,114,114,4,7716,0.11773861295490959,1
2521,blend8,12,41,41,2,7718,0.11776913099870298,2
2522,blend8,15,39,39,2,7720,0.11779964904249637,2
2523,blend8,24,38,38,3,7722,0.11783016708628977,2
2524,blend8,9,43,43,2,7725,0.11787594415197986,3
2525,blend8,2,141,141,4,7726,0.11789120317387655,1
2526,blend8,3,36,36,1,7727,0.11790646219577325,1
2527,blend8,3,47,47,2,7729,0.11793698023956664,2
2528,blend8,4,68,68,3,7734,0.11801327534905012,5
2529,blend8,11,34,34,1,7736,0.11804379339284352,2
2530,blend8,28,30,30,1,7737,0.11805905241474021,1
2531,blend8,19,45,45,3,7739,0.1180895704585336,2
2532,blend8,0,37,37,1,7741,0.118120088502327,2
2533,fill8,0,29,29,0,7746,0.11819638361181048,5
2534,blend8,7,35,35,1,7748,0.11822690165560387,2
2535,blend8,22,59,59,4,7749,0.11824216067750057,1
2536,blend8,1,37,37,1,7750,0.11825741969939726,1
2537,blend8,5,66,66,3,7751,0.11827267872129396,1
2538,blend8,1,72,72,3,7752,0.11828793774319066,1
2539,blend8,11,57,57,3,7753,0.11830319676508735,1
2540,blend8,3,137,137,4,7754,0.11831845578698405,1
2541,blend8,1,73,73,3,7755,0.11833371480888075,1
2542,blend8,5,128,128,4,7756,0.11834897383077744,1
2543,blend8,19,71,71,4,7758,0.11837949187457084,2
2544,blend8,19,32,32,1,7760,0.11841000991836423,2
2545,blend8,14,40,40,2,7762,0.11844052796215762,2
2546,blend8,11,42,42,2,7765,0.11848630502784771,3
2547,blend8,18,47,47,3,7767,0.1185168230716411,2
2548,blend8,2,71,71,3,7771,0.11857785915922789,4
2549,blend8,7,120,120,4,7772,0.11859311818112458,1
2550,blend8,0,73,73,3,7773,0.11860837720302128,1
2551,blend8,25,31,31,1,7774,0.11862363622491798,1
2552,blend8,25,33,33,2,7777,0.11866941329060807,3
2553,blend8,25,37,37,3,7779,0.11869993133440146,2
2554,blend8,4,133,133,4,7780,0.11871519035629816,1
2555,blend8,27,41,41,4,7781,0.11873044937819485,1
2556,blend8,20,36,36,2,7784,0.11877622644388494,3
2557,blend8,17,38,38,2,7786,0.11880674448767833,2
2558,blend8,16,33,33,1,7788,0.11883726253147173,2
2559,blend8,12,101,101,4,7789,0.11885252155336842,1
2560,blend8,9,112,112,4,7790,0.11886778057526512,1
2561,blend8,28,37,37,4,7791,0.11888303959716182,1
2562,blend8,23,31,31,1,7792,0.11889829861905851,1
2563,blend8,28,31,31,2,7793,0.11891355764095521,1
2564,blend8,1,74,74,3,7795,0.1189440756847486,2
2565,blend8,10,109,109,4,7798,0.11898985275043869,3
2566,blend8,12,34,34,1,7800,0.11902037079423208,2
2567,blend8,5,46,46,2,7803,0.11906614785992217,3
2568,blend8,20,44,44,3,7805,0.11909666590371557,2
2569,blend8,1,147,147,4,7807,0.11912718394750896,2
2570,blend8,8,62,62,3,7808,0.11914244296940567,1
2571,blend8,20,32,32,1,7810,0.11917296101319906,2
2572,blend8,4,36,36,1,7812,0.11920347905699245,2
2573,blend8,23,34,34,2,7814,0.11923399710078585,2
2574,blend8,8,35,35,1,7817,0.11927977416647594,3
2575,blend8,13,34,34,1,7819,0.11931029221026933,2
2576,blend8,29,31,31,3,7821,0.11934081025406272,2
2577,blend8,12,102,102,4,7822,0.11935606927595942,1
2578,blend8,19,73,73,4,7824,0.11938658731975281,2
2579,blend8,0,50,50,2,7826,0.1194171053635462,2
2580,blend8,8,44,44,2,7831,0.11949340047302968,5
2581,blend8,17,33,33,1,7833,0.11952391851682308,2
2582,blend8,7,45,45,2,7835,0.11955443656061647,2
2583,blend8,9,61,61,3,7836,0.11956969558251317,1
2584,blend8,5,36,36,1,7838,0.11960021362630656,2
2585,blend8,2,37,37,1,7840,0.11963073167009995,2
2586,blend8,15,90,90,4,7841,0.11964599069199665,1
2587,blend8,2,72,72,3,7842,0.11966124971389334,1
2588,blend8,16,39,39,2,7843,0.11967650873579004,1
2589,blend8,26,31,31,1,7845,0.11970702677958343,2
2590,blend8,21,32,32,1,7847,0.11973754482337683,2
2591,blend8,1,50,50,2,7849,0.11976806286717022,2
2592,blend8,3,48,48,2,7850,0.11978332188906692,1
2593,blend8,24,34,34,2,7852,0.11981383993286031,2
2594,blend8,9,35,35,1,7854,0.1198443579766537,2
2595,blend8,19,37,37,2,7859,0.11992065308613718,5
2596,blend8,6,126,126,4,7861,0.11995117112993058,2
2597,blend8,8,118,118,4,7866,0.12002746623941406,5
2598,blend8,10,35,35,1,7868,0.12005798428320745,2
2599,blend8,22,35,35,2,7871,0.12010376134889754,3
2600,blend8,12,57,57,3,7873,0.12013427939269093,2
2601,blend8,0,75,75,3,7875,0.12016479743648432,2
2602,blend8,7,122,122,4,7876,0.12018005645838102,1
2603,blend8,16,51,51,3,7878,0.12021057450217441,2
2604,blend8,14,34,34,1,7880,0.1202410925459678,2
2605,blend8,20,70,70,4,7881,0.1202563515678645,1
2606,blend8,11,106,106,4,7882,0.1202716105897612,1
2607,blend8,4,47,47,2,7883,0.1202868696116579,1
2608,blend8,8,63,63,3,7885,0.12031738765545129,2
2609,blend8,6,36,36,1,7887,0.12034790569924468,2
2610,blend8,13,99,99,4,7890,0.12039368276493477,3
2611,blend8,12,42,42,2,7892,0.12042420080872816,2
2612,blend8,20,45,45,3,7894,0.12045471885252156,2
2613,blend8,5,67,67,3,7895,0.12046997787441825,1
2614,blend8,27,31,31,1,7896,0.12048523689631495,1
2615,blend8,23,41,41,3,7897,0.12050049591821164,1
2616,blend8,9,44,44,2,7899,0.12053101396200504,2
2617,blend8,18,33,33,1,7901,0.12056153200579843,2
2618,blend8,5,131,131,4,7902,0.12057679102769513,1
2619,blend8,15,40,40,2,7904,0.12060730907148852,2
2620,blend8,14,94,94,4,7905,0.12062256809338522,1
2621,blend8,0,38,38,1,7908,0.1206683451590753,3
2622,blend8,22,32,32,1,7909,0.120683604180972,1
2623,blend8,21,36,36,2,7911,0.1207141222247654,2
2624,blend8,0,147,147,4,7912,0.12072938124666209,1
2625,blend8,4,69,69,3,7913,0.12074464026855879,1
2626,blend8,0,145,145,4,7914,0.12075989929045548,1
2627,blend8,5,68,68,3,7915,0.12077515831235218,1
2628,blend8,10,111,111,4,7916,0.12079041733424888,1
2629,blend8,8,119,119,4,7919,0.12083619439993896,3
2630,blend8,12,103,103,4,7920,0.12085145342183566,1
2631,blend8,22,42,42,3,7922,0.12088197146562905,2
2632,blend8,9,116,116,4,7923,0.12089723048752575,1
2633,blend8,14,41,41,2,7925,0.12092774853131914,2
2634,blend8,29,31,31,2,7927,0.12095826657511254,2
2635,blend8,4,136,136,4,7928,0.12097352559700923,1
2636,blend8,7,123,123,4,7929,0.12098878461890593,1
2637,blend8,11,107,107,4,7930,0.12100404364080262,1
2638,blend8,17,39,39,2,7932,0.12103456168459602,2
2639,blend8,3,71,71,3,7934,0.12106507972838941,2
2640,blend8,29,35,35,4,7935,0.1210803387502861,1
2641,blend8,18,78,78,4,7936,0.1210955977721828,1
2642,blend8,11,43,43,2,7937,0.1211108567940795,1
2643,blend8,15,34,34,1,7939,0.12114137483787289,2
2644,blend8,9,62,62,3,7940,0.12115663385976959,1
2645,blend8,3,141,141,4,7941,0.12117189288166628,1
2646,blend8,3,37,37,1,7942,0.12118715190356298,1
2647,blend8,10,44,44,2,7946,0.12124818799114977,4
2648,blend8,28,31,31,1,7948,0.12127870603494316,2
2649,blend8,10,61,61,3,7949,0.12129396505683986,1
2650,blend8,2,145,145,4,7951,0.12132448310063325,2
2651,blend8,21,44,44,3,7953,0.12135500114442664,2
2652,blend8,28,32,32,2,7954,0.12137026016632334,1
2653,blend8,7,36,36,1,7955,0.12138551918822003,1
2654,blend8,4,70,70,3,7956,0.12140077821011673,1
2655,blend8,6,128,128,4,7957,0.12141603723201343,1
2656,blend8,20,37,37,2,7960,0.12146181429770352,3
2657,blend8,23,35,35,2,7963,0.1215075913633936,3
2658,blend8,13,42,42,2,7965,0.121538109407187,2
2659,blend8,1,38,38,1,7967,0.12156862745098039,2
2660,blend8,14,95,95,4,7968,0.12158388647287709,1
2661,blend8,2,73,73,3,7969,0.12159914549477378,1
2662,blend8,11,109,109,4,7970,0.12161440451667048,1
2663,blend8,19,33,33,1,7972,0.12164492256046387,2
2664,blend8,2,74,74,3,7974,0.12167544060425727,2
2665,blend8,7,65,65,3,7975,0.12169069962615396,1
2666,blend8,4,48,48,2,7977,0.12172121766994735,2
2667,blend8,0,51,51,2,7979,0.12175173571374075,2
2668,blend8,4,137,137,4,7980,0.12176699473563744,1
2669,blend8,7,124,124,4,7982,0.12179751277943084,2
2670,blend8,23,60,60,4,7984,0.12182803082322423,2
2671,blend8,5,47,47,2,7986,0.12185854886701762,2
2672,blend8,7,46,46,2,7989,0.12190432593270771,3
2673,blend8,24,57,57,4,7991,0.1219348439765011,2
2674,blend8,14,55,55,3,7993,0.1219653620202945,2
2675,blend8,17,85,85,4,7995,0.12199588006408789,2
2676,blend8,25,32,32,1,7996,0.12201113908598459,1
2677,blend8,18,49,49,3,7998,0.12204165712977798,2
2678,blend8,10,112,112,4,7999,0.12205691615167467,1
2679,blend8,16,40,40,2,8000,0.12207217517357137,1
2680,blend8,4,138,138,4,8001,0.12208743419546807,1
2681,blend8,5,133,133,4,8002,0.12210269321736476,1
2682,blend8,16,34,34,1,8003,0.12211795223926146,1
2683,blend8,23,32,32,1,8005,0.12214847028305485,2
2684,blend8,6,129,129,4,8006,0.12216372930495155,1
2685,blend8,20,46,46,3,8008,0.12219424734874494,2
2686,blend8,25,39,39,3,8010,0.12222476539253833,2
2687,blend8,20,33,33,1,8012,0.12225528343633173,2
2688,fill8,0,30,30,0,8015,0.12230106050202182,3
2689,blend8,19,38,38,2,8019,0.1223620965896086,4
2690,blend8,18,81,81,4,8021,0.122392614633402,2
2691,blend8,13,35,35,1,8022,0.12240787365529869,1
2692,blend8,8,36,36,1,8024,0.12243839169909208,2
2693,blend8,12,35,35,1,8026,0.12246890974288548,2
2694,blend8,7,125,125,4,8027,0.12248416876478217,1
2695,blend8,14,97,97,4,8028,0.12249942778667887,1
2696,blend8,4,37,37,1,8029,0.12251468680857557,1
2697,blend8,24,41,41,3,8031,0.12254520485236896,2
2698,blend8,9,117,117,4,8032,0.12256046387426565,1
2699,blend8,2,147,147,4,8033,0.12257572289616235,1
2700,blend8,8,121,121,4,8034,0.12259098191805905,1
2701,blend8,19,48,48,3,8036,0.12262149996185244,2
2702,blend8,21,69,69,4,8041,0.12269779507133592,5
2703,blend8,15,93,93,4,8043,0.12272831311512931,2
2704,blend8,13,101,101,4,8044,0.12274357213702601,1
2705,blend8,29,31,31,1,8045,0.12275883115892271,1
2706,blend8,26,32,32,1,8047,0.1227893492027161,2
2707,blend8,1,51,51,2,8049,0.12281986724650949,2
2708,blend8,26,50,50,4,8050,0.12283512626840619,1
2709,blend8,10,113,113,4,8051,0.12285038529030289,1
2710,blend8,17,34,34,1,8052,0.12286564431219958,1
2711,blend8,9,36,36,1,8057,0.12294193942168306,5
2712,blend8,21,37,37,2,8059,0.12297245746547646,2
2713,blend8,24,32,32,1,8061,0.12300297550926985,2
2714,blend8,11,111,111,4,8062,0.12301823453116655,1
2715,blend8,4,71,71,3,8064,0.12304875257495995,2
2716,blend8,12,43,43,2,8067,0.12309452964065004,3
2717,blend8,0,77,77,3,8068,0.12310978866254674,1
2718,blend8,5,37,37,1,8069,0.12312504768444343,1
2719,blend8,21,45,45,3,8071,0.12315556572823683,2
2720,blend8,4,139,139,4,8075,0.12321660181582361,4
2721,blend8,2,38,38,1,8076,0.12323186083772031,1
2722,blend8,30,31,31,1,8083,0.12333867399099718,7
2723,blend8,9,45,45,2,8085,0.12336919203479058,2
2724,blend8,8,122,122,4,8086,0.12338445105668727,1
2725,blend8,9,118,118,4,8088,0.12341496910048066,2
2726,blend8,22,66,66,4,8090,0.12344548714427406,2
2727,blend8,14,42,42,2,8092,0.12347600518806745,2
2728,blend8,14,56,56,3,8094,0.12350652323186084,2
2729,blend8,29,32,32,2,8095,0.12352178225375754,1
2730,blend8,7,67,67,3,8097,0.12355230029755093,2
2731,blend8,5,135,135,4,8098,0.12356755931944763,1
2732,blend8,25,35,35,2,8099,0.12358281834134432,1
2733,blend8,3,73,73,3,8100,0.12359807736324102,1
2734,blend8,2,148,148,4,8101,0.12361333638513772,1
2735,blend8,11,44,44,2,8102,0.12362859540703441,1
2736,blend8,17,40,40,2,8104,0.1236591134508278,2
2737,blend8,27,37,37,3,8106,0.1236896314946212,2
2738,blend8,20,38,38,2,8109,0.12373540856031129,3
2739,blend8,6,131,131,4,8110,0.12375066758220798,1
2740,blend8,22,44,44,3,8111,0.12376592660410468,1
2741,blend8,18,34,34,1,8113,0.12379644464789807,2
2742,blend8,23,63,63,4,8116,0.12384222171358816,3
2743,blend8,20,75,75,4,8118,0.12387273975738156,2
2744,blend8,10,36,36,1,8120,0.12390325780117495,2
2745,blend8,8,65,65,3,8121,0.12391851682307164,1
2746,blend8,3,144,144,4,8122,0.12393377584496834,1
2747,blend8,6,37,37,1,8123,0.12394903486686504,1
2748,blend8,10,45,45,2,8125,0.12397955291065843,2
2749,blend8,7,127,127,4,8126,0.12399481193255513,1
2750,blend8,14,35,35,1,8130,0.12405584802014191,4
2751,blend8,8,123,123,4,8132,0.1240863660639353,2
2752,blend8,7,128,128,4,8133,0.124101625085832,1
2753,blend8,13,43,43,2,8135,0.1241321431296254,2
2754,blend8,23,36,36,2,8137,0.12416266117341879,2
2755,blend8,14,100,100,4,8138,0.12417792019531548,1
2756,blend8,9,119,119,4,8140,0.12420843823910888,2
2757,blend8,0,52,52,2,8141,0.12422369726100557,1
2758,blend8,10,63,63,3,8142,0.12423895628290227,1
2759,blend8,25,56,56,4,8144,0.12426947432669566,2
2760,blend8,29,34,34,3,8146,0.12429999237048905,2
2761,blend8,15,35,35,1,8149,0.12434576943617914,3
2762,blend8,3,38,38,1,8151,0.12437628747997254,2
2763,blend8,17,87,87,4,8153,0.12440680552376593,2
2764,blend8,29,39,39,4,8154,0.12442206454566263,1
2765,blend8,11,36,36,1,8156,0.12445258258945602,2
2766,blend8,0,39,39,1,8158,0.12448310063324941,2
2767,blend8,16,41,41,2,8160,0.1245136186770428,2
2768,blend8,28,36,36,3,8161,0.1245288776989395,1
2769,blend8,2,75,75,3,8163,0.12455939574273289,2
2770,blend8,28,32,32,1,8165,0.12458991378652629,2
2771,blend8,21,46,46,3,8166,0.12460517280842298,1
2772,blend8,27,34,34,2,8168,0.12463569085221637,2
2773,blend8,4,141,141,4,8170,0.12466620889600977,2
2774,blend8,7,37,37,1,8172,0.12469672693980316,2
2775,blend8,1,39,39,1,8174,0.12472724498359655,2
2776,blend8,0,155,155,4,8175,0.12474250400549325,1
2777,blend8,23,64,64,4,8177,0.12477302204928664,2
2778,blend8,3,145,145,4,8178,0.12478828107118334,1
